0.0278308391571;49
0.982445955276;50
1.01425981522;50
1.96881198883;50
2.00069189072;50
2.970911026;45
3.00288891792;45
3.97335886955;50
4.00523900986;50
4.97589898109;48
5.02357888222;48
5.97819495201;48
6.00990390778;48
6.98066997528;50
7.0284178257;50
7.98291182518;52
8.01490187645;52
8.96950793266;50
9.01724791527;50
9.97181081772;50
10.0035669804;50
10.9742178917;50
11.0059719086;50
11.9764959812;51
12.0082769394;51
12.9786479473;48
13.0264439583;48
13.9810299873;48
14.0128309727;48
14.9832320213;48
15.0150489807;48
15.9695749283;48
16.0012769699;48
16.9717609882;47
17.0195188522;47
17.97407794;47
18.0059509277;47
18.9762499332;49
19.0081720352;49
19.9784040451;47
20.0102498531;47
20.9809048176;49
21.0286569595;49
21.9830799103;49
22.0150718689;49
22.9694550037;47
23.0012910366;47
23.9716010094;51
24.0034120083;51
24.9740889072;50
25.021684885;50
25.9761669636;50
26.0079770088;50
26.978415966;51
27.0101218224;51
27.9807898998;49
28.0124328136;49
28.983137846;49
29.0149810314;49
29.9692838192;49
30.0011570454;49
30.971585989;49
31.0032708645;49
31.973938942;49
32.0055968761;49
32.976241827;48
33.0238208771;48
33.9785628319;48
34.0102529526;48
34.9807298183;48
35.0125448704;48
35.9830110073;49
36.0147969723;49
36.9850039482;49
37.0167798996;49
37.971269846;49
38.0030548573;49
38.9734249115;48
39.0051538944;48
39.9759459496;50
40.0077619553;50
40.9782550335;50
41.0260298252;50
41.9804799557;50
42.012305975;50
42.982722044;49
43.0305278301;49
43.9848809242;49
44.0167958736;49
44.9713368416;50
45.0189900398;50
45.9735870361;50
46.0053858757;50
46.9755480289;51
47.0074338913;51
47.9777619839;50
48.0095808506;50
48.9800498486;50
49.027782917;50
49.9823389053;50
50.0141539574;50
50.9844260216;49
51.0322949886;49
51.9867260456;49
52.0185370445;49
52.9731650352;49
53.0208029747;49
53.9752240181;49
54.0070550442;49
54.9776170254;48
55.0094099045;48
55.9800329208;49
56.0117959976;49
56.9822189808;48
57.0299530029;48
57.9844210148;48
58.0162639618;48
58.9866309166;50
59.0183539391;50
59.9727859497;49
60.0048098564;49
60.9753479958;47
61.0231478214;47
61.9775550365;47
62.009321928;47
62.9797718525;49
63.0115978718;49
63.9820098877;49
64.0138130188;49
64.9842729568;48
65.0322229862;48
65.9866039753;48
66.0183179379;48
66.9732549191;50
67.0048658848;50
67.9753959179;49
68.0072138309;49
68.977699995;49
69.0253989697;49
69.9801049232;49
69.9960558414;49
70.9825918674;51
71.0144138336;51
71.9847948551;48
72.0168809891;48
72.9870250225;49
73.0187170506;49
73.973459959;49
74.0051908493;49
74.9758028984;48
75.0075929165;48
75.9782309532;48
76.0099649429;48
76.9803409576;48
77.0280508995;48
77.9826159477;48
78.0143790245;48
78.9847888947;48
79.0167050362;48
79.9872038364;51
80.0189249516;51
80.9894850254;51
81.0212700367;51
81.9758088589;51
82.0076630116;51
82.9780218601;50
83.009898901;50
83.9802780151;49
84.0121109486;49
84.9826209545;48
85.0303769112;48
85.9846708775;48
86.0166819096;48
86.9872808456;49
87.0347938538;49
87.9894628525;50
88.0213038921;50
88.9758088589;50
89.0235488415;50
89.9782869816;50
90.0100178719;50
90.9805798531;50
91.0124208927;50
91.9828159809;48
92.0146968365;48
92.9850459099;48
93.0329229832;48
93.9873709679;48
94.0191328526;48
94.9896669388;48
95.0214400291;48
95.975949049;49
96.007753849;49
96.9781918526;51
97.0258929729;51
97.9804608822;51
98.0123209953;51
98.9827849865;47
99.0145258904;47
99.9849510193;49
100.016743898;49
100.98714304;48
101.018918991;48
101.989387989;48
102.021203041;48
102.975776911;49
103.00759697;49
103.978086948;51
104.009943008;51
104.980347872;48
105.028121948;48
105.982596874;48
106.014392853;48
106.984832048;50
107.016634941;50
107.987185001;50
108.018923044;50
108.989455938;51
109.021374941;51
109.991853952;51
110.02363205;51
110.978154898;50
111.010010958;50
111.980365038;49
112.012203932;49
112.982558966;50
113.03043294;50
113.9847579;50
114.016499996;50
114.987094879;52
115.018859863;52
115.989436865;49
116.021241903;49
116.991679907;48
117.023499966;48
117.977906942;48
118.009759903;48
118.980271816;49
119.012085915;49
119.982480049;48
120.014408827;48
120.984838963;48
121.032526016;48
121.987112999;48
122.018918037;48
122.989270926;47
123.021081924;47
123.991588831;49
124.023402929;49
124.977847815;48
125.025588989;48
125.98021698;48
126.011983871;48
126.982278824;49
127.014191866;49
127.984484911;48
128.016228914;48
128.986733913;49
129.034442902;49
129.988931894;49
130.02078104;49
130.991127014;49
131.022927046;49
131.977425814;49
132.009325981;49
132.979799986;49
133.027530909;49
133.982014894;49
134.013893843;49
134.984381914;49
135.016062975;49
135.986639977;47
136.018390894;47
136.988909006;49
137.036630869;49
137.991124868;49
138.023051977;49
138.993468046;50
139.025262833;50
139.979768991;47
140.011597872;47
140.981914043;49
141.029732943;49
141.984122038;49
142.015836;49
142.986361027;47
143.018141985;47
143.988618851;49
144.020503044;49
144.99087882;47
145.038492918;47
145.993158817;47
146.025035858;47
146.97958684;49
147.011477947;49
147.981712818;49
148.013643026;49
148.984061003;50
149.031744003;50
149.986495972;50
150.018237829;50
150.988814831;49
151.020642996;49
151.991024017;49
152.022912025;49
152.993163824;50
153.025058985;50
153.979868889;50
154.011407852;50
154.981878042;50
155.01382494;50
155.984220028;50
156.016039848;50
156.986573935;50
157.034298897;50
157.988811016;50
158.020656824;50
158.991020918;49
159.022830963;49
159.993237972;50
160.025076866;50
160.979631901;47
161.027339935;47
161.981647015;47
162.013607025;47
162.984007835;49
163.031594038;49
163.986380816;49
164.018224955;49
164.988605022;49
165.036319017;49
165.990833044;49
166.02264595;49
166.992991924;48
167.024848938;48
167.995307922;50
168.027087927;50
168.981467009;50
169.029330969;50
169.983865976;50
170.015738964;50
170.986160994;49
171.017812967;49
171.988452911;51
172.020100832;51
172.990656853;50
173.038434982;50
173.993031025;50
174.024693012;50
174.995164871;51
175.026985884;51
175.98137188;50
176.013257027;50
176.983559847;49
177.031172991;49
177.985817909;49
178.017635822;49
178.988059044;49
